URL,Product_id,BrandName,Category,Individual_category,category_by_Gender,Description,OriginalPrice (in Rs),DiscountAmount,DiscountedAmount,DiscountOffer(%),SizeOption,Ratings,Reviews,High/Low Discount,,,1),Calculate the overall average original price for products with ratings greater than 4.
https://www.myntra.com/shirts/roadster/roadster-men-maroon-slim-fit-sustainable-casual-shirt/2184630/buy,2184630,Roadster,Topwear,shirts,Men,roadster men maroon slim fit sustainable casual shirt,1899,1139.4,759,60,"38, 40, 42, 44",4.3,861,High Discount,,,,
https://www.myntra.com/kurtas/vishudh/vishudh-women-navy-printed-a-line-kurta/2076190/buy,2076190,Vishudh,Indian Wear,kurtas,Women,vishudh women navy printed a line kurta,2099,1364.35,734,65,"S, M, L, XL, XXL",3.8,861,High Discount,,,,
https://www.myntra.com/tshirts/roadster/roadster-women-pack-of-2-cotton-t-shirts/17381548/buy,17381548,Roadster,Western,tshirts,Women,roadster women pack of 2 cotton t shirts,1198,599,599,50,"S, XS, XL, L, M",4.3,861,Low Discount,,,,
https://www.myntra.com/dresses/deebaco/deebaco-turquoise-blue-tropical-printed-smocked-fit--flare-dress-with-shrug/14483862/buy,14483862,DEEBACO,Western,dresses,Women,deebaco turquoise blue tropical printed smocked fit  flare dress with shrug,2999,1649.45,1349,55,"XS, S, M, L, XL, XXL",4.4,861,High Discount,,,,
https://www.myntra.com/tshirts/ether/ether-women-black-solid-v-neck-t-shirt/11900390/buy,11900390,ether,Western,tshirts,Women,ether women black solid v neck t shirt,599,239.6,359,40,"XS, S, M, L, XL",4.2,861,Low Discount,,,,
https://www.myntra.com/trousers/roadster/roadster-men-navy-slim-fit-pure-cotton-joggers/2291335/buy,2291335,Roadster,Bottom Wear,trousers,Men,roadster men navy slim fit pure cotton joggers,2299,1034.55,1264,45,"28, 30, 32, 34, 36",3.7,860,Low Discount,,,,
https://www.myntra.com/trunk/xyxx/xyxx-men-pack-of-3-solid-ultra-soft-antimicrobial-micro-modal-trunks-xytrnk3pckn518-/13682898/buy,13682898,XYXX,Inner Wear &  Sleep Wear,trunk,Men,xyxx men pack of 3 solid ultra soft antimicrobial micro modal trunks xytrnk3pckn518 ,807,72.63,734,9,"S, M, L, XL, XXL",4.3,860,Low Discount,,,,
https://www.myntra.com/kurtas/ksut/ksut-women-black-solid-straight-kurta/10817836/buy,10817836,KSUT,Indian Wear,kurtas,Women,ksut women black solid straight kurta,1599,879.45,719,55,"S, M, L, XL, XXL",4.2,860,High Discount,,,,
https://www.myntra.com/sarees/mitera/mitera-maroon--gold-toned-silk-blend-woven-design-kanjeevaram-saree/10361183/buy,10361183,Mitera,Indian Wear,sarees,Women,mitera maroon  gold toned silk blend woven design kanjeevaram saree,2999,2099.3,899,70,Onesize,3.9,860,High Discount,,,,
https://www.myntra.com/sweatshirts/roadster/roadster-women-black-solid-hooded-sweatshirt/5960830/buy,5960830,Roadster,Western,sweatshirts,Women,roadster women black solid hooded sweatshirt,1399,909.35,489,65,"XS, S, M, L, XL, XXL",4.1,860,High Discount,,,,
https://www.myntra.com/tshirts/roadster/the-roadster-lifestyle-co-women-mustard-yellow-solid-round-neck-pure-cotton-t-shirt/10778666/buy,10778666,Roadster,Western,tshirts,Women,the roadster lifestyle co women mustard yellow solid round neck pure cotton t shirt,599,389.35,209,65,"XS, S, M, L, XL",4.1,860,High Discount,,,,
https://www.myntra.com/trousers/highlander/highlander-men-olive-green-slim-fit-joggers/2343637/buy,2343637,HIGHLANDER,Bottom Wear,trousers,Men,highlander men olive green slim fit joggers,1649,1038.87,610,63,"30, 32, 34, 36",4,859,High Discount,,,,
https://www.myntra.com/tshirts/wrogn/wrogn-men-black--red-printed-round-neck-pure-cotton-t-shirt/11363358/buy,11363358,WROGN,Topwear,tshirts,Men,wrogn men black  red printed round neck pure cotton t shirt,1199,599.5,599,50,"S, M, L, XL, XXL",4.3,859,Low Discount,,,,
https://www.myntra.com/tshirts/wrogn/wrogn-men-green-printed-t-shirt/8426499/buy,8426499,WROGN,Topwear,tshirts,Men,wrogn men green printed t shirt,1199,599.5,599,50,"S, M, L, XL, XXL",4.2,859,Low Discount,,,,
https://www.myntra.com/dresses/uf/uf-navy-blue--pink-floral-printed-maxi-dress/11100708/buy,11100708,U&F,Indian Wear,dresses,Women,uf navy blue  pink floral printed maxi dress,1799,1133.37,665,63,"XXL, 3XL, 4XL, 5XL",4.1,859,High Discount,,,,
https://www.myntra.com/night-suits/smarty-pants/smarty-pants-women-grey--maroon-pack-of-2-fall-winter-printed-night-suit/17801492/buy,17801492,Smarty Pants,Lingerie & Sleep Wear,night-suits,Women,smarty pants women grey  maroon pack of 2 fall winter printed night suit,2998,1499,1499,50,"XXL, XL, M, S, L",4.2,859,Low Discount,,,,
https://www.myntra.com/briefs/c9-airwear/c9-airwear-women-pack-of-3-solid-hipster-briefs-p1119/8735259/buy,8735259,C9 AIRWEAR,Lingerie & Sleep Wear,briefs,Women,c9 airwear women pack of 3 solid hipster briefs p1119,699,307.56,391,44,"S, M, L, XL, XXL",4.4,859,Low Discount,,,,
https://www.myntra.com/trousers/wrogn/wrogn-men-black-slim-fit-solid-chinos/11560484/buy,11560484,WROGN,Bottom Wear,trousers,Men,wrogn men black slim fit solid chinos,2199,769.65,1429,35,"28, 30, 32, 34, 36, 38",4.1,858,Low Discount,,,,
https://www.myntra.com/shirts/wrogn/wrogn-men-green-slim-fit-solid-casual-shirt/11361672/buy,11361672,WROGN,Topwear,shirts,Men,wrogn men green slim fit solid casual shirt,2099,1049.5,1049,50,"39, 40, 42, 44, 46",4.1,858,Low Discount,,,,
https://www.myntra.com/kurtas/vishudh/vishudh-women-red--black-printed-a-line-kurta/1959689/buy,1959689,Vishudh,Indian Wear,kurtas,Women,vishudh women red  black printed a line kurta,2099,1343.36,755,64,"S, M, L, XL, XXL",4,858,High Discount,,,,
https://www.myntra.com/kurta-sets/stylum/stylum-women-blue-printed-layered-pure-cotton-kurta-with-trousers--with-dupatta/14440572/buy,14440572,Stylum,Indian Wear,kurta-sets,Women,stylum women blue printed layered pure cotton kurta with trousers  with dupatta,2400,1536,864,64,"S, M, L, XL, XXL",4.2,858,High Discount,,,,
https://www.myntra.com/kurta-sets/prakhya/prakhya-women-blue-panelled-kurta-with-sharara--with-dupatta/14514378/buy,14514378,Prakhya,Indian Wear,kurta-sets,Women,prakhya women blue panelled kurta with sharara  with dupatta,3598,1906.94,1691,53,"M, L, XL, XXL, 3XL",4.2,858,High Discount,,,,
https://www.myntra.com/kurtis/tissu/tissu-women-beige--red-floral-printed-straight-kurti/11759904/buy,11759904,Tissu,Indian Wear,kurtis,Women,tissu women beige  red floral printed straight kurti,899,350.61,548,39,"XS, S, M, L, XL, XXL, 3XL, 4XL, 5XL, 6XL, 7XL, 8XL",4.3,858,Low Discount,,,,
https://www.myntra.com/tshirts/roadster/roadster-women-pack-of-2-pure-cotton-typography-print-t-shirts/17384836/buy,17384836,Roadster,Western,tshirts,Women,roadster women pack of 2 pure cotton typography print t shirts,1398,699,699,50,"XS, S, M, L, XL",4.3,858,Low Discount,,,,
https://www.myntra.com/dresses/vishudh/vishudh-women-navy-blue-printed-maxi-dress/8746069/buy,8746069,Vishudh,Western,dresses,Women,vishudh women navy blue printed maxi dress,2699,1619.4,1079,60,"S, M, L, XL, XXL",4,858,High Discount,,,,
https://www.myntra.com/tshirts/roadster/the-roadster-lifestyle-co-women-black-solid-round-neck-t-shirt/10778698/buy,10778698,Roadster,Western,tshirts,Women,the roadster lifestyle co women black solid round neck t shirt,599,329.45,269,55,"XS, S, M, L, XL",4.3,858,High Discount,,,,
https://www.myntra.com/tshirts/roadster/the-roadster-lifestyle-co-women-mustard-yellow-solid-polo-collar-pure-cotton-t-shirt/10969750/buy,10969750,Roadster,Western,tshirts,Women,the roadster lifestyle co women mustard yellow solid polo collar pure cotton t shirt,899,539.4,359,60,"XS, S, M, L, XL",4.3,858,High Discount,,,,
https://www.myntra.com/tshirts/roadster/the-roadster-lifestyle-co-women-olive-green--white-colourblocked-round-neck-pure-cotton-t-shirt/10970304/buy,10970304,Roadster,Western,tshirts,Women,the roadster lifestyle co women olive green  white colourblocked round neck pure cotton t shirt,899,539.4,359,60,"XS, S, M, L, XL",4.1,858,High Discount,,,,
https://www.myntra.com/tops/hm/hm-2-pack-vest-sustainable-pure-cotton-tops/10367061/buy,10367061,H&M,Western,tops,Women,hm 2 pack vest sustainable pure cotton tops,799,423.47,375,53,"XXS, XS, S, M, L, XL",4.3,858,High Discount,,,,
https://www.myntra.com/shorts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-black-solid-rapid-dry-running-shorts/12212318/buy,12212318,HRX by Hrithik Roshan,Bottom Wear,shorts,Men,hrx by hrithik roshan men black solid rapid dry running shorts,1599,959.4,639,60,"28, 30, 32, 34, 36",4.4,857,High Discount,,,,
https://www.myntra.com/tshirts/mast--harbour/mast--harbour-men-navy-blue-red--grey-colourblocked-polo-collar-t-shirt/8325363/buy,8325363,Mast & Harbour,Topwear,tshirts,Men,mast  harbour men navy blue red  grey colourblocked polo collar t shirt,1299,584.55,714,45,"S, M, L, XL",4.3,857,Low Discount,,,,
https://www.myntra.com/sweaters/roadster/the-roadster-lifestyle-co-men-off-white-checked-knitted-patterned-pullover/15654416/buy,15654416,Roadster,Topwear,sweaters,Men,the roadster lifestyle co men off white checked knitted patterned pullover,1999,999.5,999,50,"S, M, L, XL",4.2,857,Low Discount,,,,
https://www.myntra.com/tshirts/ether/ether-men-blue-solid-pique-polo-t-shirt-with-contrast-rib--collar/1462052/buy,1462052,ether,Topwear,tshirts,Men,ether men blue solid pique polo t shirt with contrast rib  collar,999,549.45,449,55,"S, M, L, XL, XXL",4.1,857,High Discount,,,,
https://www.myntra.com/dresses/herenow/herenow-black-high-neck-bodycon-dress/12016078/buy,12016078,HERE&NOW,Plus Size,dresses,Women,herenow black high neck bodycon dress,1499,899.4,599,60,"XS, S, M, L, XL, XXL",4.3,857,High Discount,,,,
https://www.myntra.com/shirts/invictus/invictus-white-slim-fit-formal-shirt/1271542/buy,1271542,INVICTUS,Topwear,shirts,Men,invictus white slim fit formal shirt,1799,989.45,809,55,"38, 39, 40, 42, 44",4.2,856,High Discount,,,,
https://www.myntra.com/kurta-sets/anubhutee/anubhutee-women-black--off-white-printed-kurta-with-palazzos/10941758/buy,10941758,Anubhutee,Indian Wear,kurta-sets,Women,anubhutee women black  off white printed kurta with palazzos,2199,1209.45,989,55,"S, M, L, XL, XXL",4.1,856,High Discount,,,,
https://www.myntra.com/trousers/highlander/highlander-men-grey-slim-fit-solid-chinos/3077245/buy,3077245,HIGHLANDER,Bottom Wear,trousers,Men,highlander men grey slim fit solid chinos,999,409.59,589,41,"30, 32, 34, 36",4,855,Low Discount,,,,
https://www.myntra.com/trousers/highlander/highlander-men-blue--grey-slim-fit-checked-regular-trousers/10004171/buy,10004171,HIGHLANDER,Bottom Wear,trousers,Men,highlander men blue  grey slim fit checked regular trousers,1599,1007.37,591,63,"30, 32, 34, 36",4,855,High Discount,,,,
https://www.myntra.com/jeans/roadster/the-roadster-lifestyle-co-men-black-skinny-fit-mid-rise-clean-look-stretchable-jeans/8962359/buy,8962359,Roadster,Bottom Wear,jeans,Men,the roadster lifestyle co men black skinny fit mid rise clean look stretchable jeans,1499,824.45,674,55,"26, 28, 30, 32, 34, 36",3.9,855,High Discount,,,,
https://www.myntra.com/shorts/highlander/highlander-men-navy-blue-striped-slim-fit-regular-shorts/10341661/buy,10341661,HIGHLANDER,Bottom Wear,shorts,Men,highlander men navy blue striped slim fit regular shorts,1249,749.4,499,60,"30, 32, 34, 36",4.2,855,High Discount,,,,
https://www.myntra.com/shirts/roadster/roadster-men-white--black-geometric-printed-pure-cotton-sustainable-casual-shirt/11325776/buy,11325776,Roadster,Topwear,shirts,Men,roadster men white  black geometric printed pure cotton sustainable casual shirt,1299,519.6,779,40,"38, 40, 42, 44, 46, 48",4.2,855,Low Discount,,,,
https://www.myntra.com/kurta-sets/sangria/sangira-women-grey-printed-kurta-with-palazzo--dupatta/8350295/buy,8350295,Sangria,Indian Wear,kurta-sets,Women,sangira women grey printed kurta with palazzo  dupatta,4099,1844.55,2254,45,"XS, S, M, L, XL, XXL, 3XL",4.4,855,Low Discount,,,,
https://www.myntra.com/leggings/go-colors/go-colors-women-gold-toned-solid-skinny-fit-shimmer-ankle-length-leggings/4891838/buy,4891838,Go Colors,Indian Wear,leggings,Women,go colors women gold toned solid skinny fit shimmer ankle length leggings,699,405.42,293,58,"S, M, L, XL",4.5,855,High Discount,,,,
https://www.myntra.com/kurtas/jaipur-kurti/jaipur-kurti-women-navy-blue--pink-quirky-print-straight-kurta/11053868/buy,11053868,Jaipur Kurti,Plus Size,kurtas,Women,jaipur kurti women navy blue  pink quirky print straight kurta,1399,825.41,573,59,"S, M, L, XL, XXL",3.8,855,High Discount,,,,
https://www.myntra.com/socks/levis/levis-men-set-of-3-shoeliners/2075643/buy,2075643,Levis,Inner Wear &  Sleep Wear,socks,Men,levis men set of 3 shoeliners,489,171.15,317,35,Onesize,4.2,854,Low Discount,,,,
https://www.myntra.com/shirts/roadster/the-roadster-lifestyle-co-men-black--olive-green-tartan-checks-checked-cotton-casual-shirt/10944952/buy,10944952,Roadster,Topwear,shirts,Men,the roadster lifestyle co men black  olive green tartan checks checked cotton casual shirt,1499,899.4,599,60,"38, 40, 42, 44, 46, 48",4.4,854,High Discount,,,,
https://www.myntra.com/sweatshirts/roadster/roadster-women-mustard-brown-fleece-solid-hooded-sweatshirt/11991426/buy,11991426,Roadster,Western,sweatshirts,Women,roadster women mustard brown fleece solid hooded sweatshirt,1199,359.7,839,30,"XS, S, M, L, XL, XXL",4.3,854,Low Discount,,,,
https://www.myntra.com/jeans/high-star/high-star-women-black-slim-fit-high-rise-clean-look-stretchable-jeans/11554556/buy,11554556,High Star,Western,jeans,Women,high star women black slim fit high rise clean look stretchable jeans,1299,337.74,961,26,"26, 28, 30, 32, 34, 36, 38, 40, 42, 44",4.4,854,Low Discount,,,,
https://www.myntra.com/tshirts/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-grey-running-t-shirt/10106211/buy,10106211,HRX by Hrithik Roshan,Sports Wear,tshirts,Men,hrx by hrithik roshan men grey running t shirt,1099,549.5,549,50,"S, M, L, XL, XXL",4.2,853,Low Discount,,,,
https://www.myntra.com/shirts/locomotive/locomotive-men-blue--mauve-slim-fit-printed-casual-shirt/12032544/buy,12032544,LOCOMOTIVE,Topwear,shirts,Men,locomotive men blue  mauve slim fit printed casual shirt,1299,727.44,571,56,"39, 40, 42, 44",4.1,853,High Discount,,,,
https://www.myntra.com/tops/nayo/nayo-burgundy--white-floral-printed-pure-cotton-top/13706216/buy,13706216,Nayo,Indian Wear,tops,Women,nayo burgundy  white floral printed pure cotton top,1199,599.5,599,50,"XS, S, M, L, XL",3.9,853,Low Discount,,,,
https://www.myntra.com/jeans/herenow/herenow-women-black-skinny-fit-high-rise-clean-look-stretchable-jeans/13532336/buy,13532336,HERE&NOW,Plus Size,jeans,Women,herenow women black skinny fit high rise clean look stretchable jeans,1699,934.45,764,55,"26, 28, 30, 32, 34, 36, 38, 40",3.9,853,High Discount,,,,
https://www.myntra.com/jackets/roadster/the-roadster-lifestyle-co-women-peach-coloured-solid-puffer-jacket/9479095/buy,9479095,Roadster,Western,jackets,Women,the roadster lifestyle co women peach coloured solid puffer jacket,3699,2589.3,1109,70,"XS, S, M, L, XL, XXL",4.3,853,High Discount,,,,
https://www.myntra.com/jeans/moda-rapido/moda-rapido-off-white-slim-fit-mid-rise-slash-knee-jeans/1959220/buy,1959220,Moda Rapido,Bottom Wear,jeans,Men,moda rapido off white slim fit mid rise slash knee jeans,2299,1264.45,1034,55,"28, 30, 32, 34, 36, 38",3.9,852,High Discount,,,,
https://www.myntra.com/shirts/roadster/roadster-men-black--white-regular-fit-printed-casual-sustainable-shirt/10944438/buy,10944438,Roadster,Topwear,shirts,Men,roadster men black  white regular fit printed casual sustainable shirt,1499,824.45,674,55,"38, 40, 42, 44",4.4,852,High Discount,,,,
https://www.myntra.com/shirts/roadster/the-roadster-lifestyle-co-women-white-regular-fit-solid-casual-shirt/9656251/buy,9656251,Roadster,Western,shirts,Women,the roadster lifestyle co women white regular fit solid casual shirt,1299,649.5,649,50,"XS, S, M, L, XL",4.1,852,Low Discount,,,,
https://www.myntra.com/track-pants/hubberholme/hubberholme-men-pack-of-2-solid-track-pants/15008088/buy,15008088,Hubberholme,Bottom Wear,track-pants,Men,hubberholme men pack of 2 solid track pants,1999,1099.45,899,55,"S, M, L, XL",4.1,851,High Discount,,,,
https://www.myntra.com/jeans/roadster/roadster-men-blue-skinny-fit-mid-rise-clean-look-acid-wash-stretchable-jeans/10046861/buy,10046861,Roadster,Bottom Wear,jeans,Men,roadster men blue skinny fit mid rise clean look acid wash stretchable jeans,1999,1199.4,799,60,"28, 30, 32, 34, 36",4.1,851,High Discount,,,,
https://www.myntra.com/jeans/highlander/highlander-men-black-solid-jogger-mid-rise-clean-look-stretchable-jeans/5814349/buy,5814349,HIGHLANDER,Bottom Wear,jeans,Men,highlander men black solid jogger mid rise clean look stretchable jeans,1849,961.48,887,52,"30, 32, 34, 36, 38",4.1,851,High Discount,,,,
https://www.myntra.com/tshirts/herenow/herenow-men-teal-blue-solid-round-neck-t-shirt/12787018/buy,12787018,HERE&NOW,Topwear,tshirts,Men,herenow men teal blue solid round neck t shirt,699,524.25,174,75,"S, M, L, XL",4.3,851,High Discount,,,,
https://www.myntra.com/dresses/anouk/anouk-green--blue-striped-pure-cotton-a-line-dress/11199374/buy,11199374,Anouk,Indian Wear,dresses,Women,anouk green  blue striped pure cotton a line dress,1699,849.5,849,50,"XS, S, M, L, XL, XXL",4.3,851,Low Discount,,,,
https://www.myntra.com/kurtas/vishudh/vishudh-women-green-printed-anarkali-kurta/6942355/buy,6942355,Vishudh,Indian Wear,kurtas,Women,vishudh women green printed anarkali kurta,1999,1159.42,839,58,"S, M, L, XL, XXL",4.2,851,High Discount,,,,
https://www.myntra.com/night-suits/anubhutee/anubhutee-women-green--white-bandhani-printed-cotton-night-suit/13021512/buy,13021512,Anubhutee,Lingerie & Sleep Wear,night-suits,Women,anubhutee women green  white bandhani printed cotton night suit,2599,1637.37,961,63,"S, M, L, XL, XXL",3.8,851,High Discount,,,,
https://www.myntra.com/tops/street-9/street-9-burgundy-self-design-crop-pure-cotton-top/7287325/buy,7287325,STREET 9,Western,tops,Women,street 9 burgundy self design crop pure cotton top,1299,584.55,714,45,"XS, S, M, L, XL",4.2,851,Low Discount,,,,
https://www.myntra.com/dresses/dressberry/dressberry-women-pink-floral-printed-a-line-dress/10526804/buy,10526804,DressBerry,Western,dresses,Women,dressberry women pink floral printed a line dress,2499,999.6,1499,40,"XS, S, M, L, XL",4.4,851,Low Discount,,,,
https://www.myntra.com/tshirts/roadster/roadster-women-pack-of-2-solid-pure-cotton-t-shirts/17381370/buy,17381370,Roadster,Western,tshirts,Women,roadster women pack of 2 solid pure cotton t shirts,1198,634.94,563,53,"XS, S, M, L, XL",4.4,851,High Discount,,,,
https://www.myntra.com/jeans/wrogn/wrogn-men-blue-skinny-fit-mid-rise-clean-look-stretchable-jeans/2032838/buy,2032838,WROGN,Bottom Wear,jeans,Men,wrogn men blue skinny fit mid rise clean look stretchable jeans,2899,1449.5,1449,50,"28, 30, 32, 34, 36, 38",4,850,Low Discount,,,,
https://www.myntra.com/trousers/dennison/dennison-men-white-smart-tapered-fit-cropped-trousers/10604374/buy,10604374,DENNISON,Bottom Wear,trousers,Men,dennison men white smart tapered fit cropped trousers,2599,1689.35,909,65,"28, 30, 32, 34, 36, 38, 40",3.7,850,High Discount,,,,
https://www.myntra.com/shorts/highlander/highlander-men-beige-solid-regular-fit-chino-shorts/8120161/buy,8120161,HIGHLANDER,Bottom Wear,shorts,Men,highlander men beige solid regular fit chino shorts,1249,661.97,587,53,"30, 32, 34, 36",4.1,850,High Discount,,,,
https://www.myntra.com/shirts/highlander/highlander-men-blue--white-slim-fit-colourblocked-casual-shirt/10004115/buy,10004115,HIGHLANDER,Topwear,shirts,Men,highlander men blue  white slim fit colourblocked casual shirt,1399,839.4,559,60,"39, 40, 42, 44",4.3,850,High Discount,,,,
https://www.myntra.com/jeans/roadster/roadster-women-blue-flared-mid-rise-clean-look-stretchable-jeans/11045890/buy,11045890,Roadster,Western,jeans,Women,roadster women blue flared mid rise clean look stretchable jeans,2299,1264.45,1034,55,"26, 28, 30, 32, 34, 36",4.1,850,High Discount,,,,
https://www.myntra.com/kurta-sets/see-designs/see-designs-men-blue--white-printed-kurta-with-pyjamas/12960838/buy,12960838,See Designs,Indian Wear,kurta-sets,Men,see designs men blue  white printed kurta with pyjamas,2999,1649.45,1349,55,"XS, S, M, L, XL, XXL",4,849,High Discount,,,,
https://www.myntra.com/sweatshirts/kook-n-keech/kook-n-keech-red-printed-hooded-sweatshirt/1395990/buy,1395990,Kook N Keech,Topwear,sweatshirts,Men,kook n keech red printed hooded sweatshirt,1899,1424.25,474,75,"S, M, L, XL",3.9,849,High Discount,,,,
https://www.myntra.com/bra/zivame/zivame-white-solid-non-wired-lightly-padded-t-shirt-bra-zi1137corewhite/5432681/buy,5432681,Zivame,Lingerie & Sleep Wear,bra,Women,zivame white solid non wired lightly padded t shirt bra zi1137corewhite,645,167.7,477,26,"32B, 32C, 32D, 34B, 34C, 34D, 36B, 36C, 36D, 38B, 38C",4.3,849,Low Discount,,,,
https://www.myntra.com/kurtas/herenow/herenow-women-green--navy-blue-floral-print-straight-kurta/12524814/buy,12524814,HERE&NOW,Plus Size,kurtas,Women,herenow women green  navy blue floral print straight kurta,1399,699.5,699,50,"XS, S, M, L, XL, XXL, 3XL",4,849,Low Discount,,,,
https://www.myntra.com/kurtas/herenow/herenow-embroidered-wine-viscose-kurta/7270152/buy,7270152,HERE&NOW,Plus Size,kurtas,Women,herenow embroidered wine viscose kurta,1999,1099.45,899,55,"S, M, L, XL, XXL, 3XL",4,849,High Discount,,,,
https://www.myntra.com/track-pants/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-blue-solid-regular-fit-rapid-dry-cricket-track-pants/11640718/buy,11640718,HRX by Hrithik Roshan,Bottom Wear,track-pants,Men,hrx by hrithik roshan men blue solid regular fit rapid dry cricket track pants,1199,623.48,575,52,"S, M, L, XL, XXL",4.2,848,High Discount,,,,
https://www.myntra.com/trousers/mast--harbour/mast--harbour-men-black-regular-fit-solid-chinos/13204530/buy,13204530,Mast & Harbour,Bottom Wear,trousers,Men,mast  harbour men black regular fit solid chinos,2499,1874.25,624,75,"28, 30, 32, 34, 36",4,848,High Discount,,,,
https://www.myntra.com/track-pants/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-black--navy-blue-colourblocked-joggers/2520652/buy,2520652,HRX by Hrithik Roshan,Bottom Wear,track-pants,Men,hrx by hrithik roshan men black  navy blue colourblocked joggers,1899,949.5,949,50,"S, M, L, XL, XXL",4.1,848,Low Discount,,,,
https://www.myntra.com/shirts/roadster/roadster-men-navy-blue--green-summer-check-sustainable-casual-shirt/8225991/buy,8225991,Roadster,Topwear,shirts,Men,roadster men navy blue  green summer check sustainable casual shirt,1499,749.5,749,50,"38, 40, 42, 44",4.2,848,Low Discount,,,,
https://www.myntra.com/bra/zivame/zivame-peach-coloured-solid-non-wired-non-padded-everyday-bra/11228146/buy,11228146,Zivame,Lingerie & Sleep Wear,bra,Women,zivame peach coloured solid non wired non padded everyday bra,449,22.45,426,5,"32DD, 32E, 34DD, 34E, 34F, 36DD, 36E, 36F, 38DD, 38E, 38F, 40C, 40D, 40DD, 40E, 42C, 42D, 42DD, 42E, 44C, 44D, 44DD, 44E",4.1,848,Low Discount,,,,
https://www.myntra.com/bra/zivame/zivame-black-solid-non-wired-lightly-padded-t-shirt-bra-zi1175fasheblak/12415698/buy,12415698,Zivame,Lingerie & Sleep Wear,bra,Women,zivame black solid non wired lightly padded t shirt bra zi1175fasheblak,799,351.56,447,44,"30B, 30C, 32B, 32C, 32D, 34B, 34D, 34DD, 36B, 36C, 36D, 36DD, 38B, 38C, 38D, 40C, 40D",4.4,848,Low Discount,,,,
https://www.myntra.com/sweatshirts/roadster/roadster-greenturn-women-pink-solid-hooded-sustainable-sweatshirt/12335282/buy,12335282,Roadster,Western,sweatshirts,Women,roadster greenturn women pink solid hooded sustainable sweatshirt,1399,839.4,559,60,"XS, S, M, L, XL, XXL",4.2,848,High Discount,,,,
https://www.myntra.com/tshirts/roadster/roadster-women-pack-of-2-cotton-t-shirt/17382032/buy,17382032,Roadster,Western,tshirts,Women,roadster women pack of 2 cotton t shirt,1598,799,799,50,"XS, S, M, L, XL",4.1,848,Low Discount,,,,
https://www.myntra.com/socks/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-men-ankle-length-pack-of-3-quick-dry-socks/10986454/buy,10986454,HRX by Hrithik Roshan,Inner Wear &  Sleep Wear,socks,Men,hrx by hrithik roshan men ankle length pack of 3 quick dry socks,499,154.69,344,31,Onesize,4.5,847,Low Discount,,,,
https://www.myntra.com/shirts/roadster/roadster-men-olive-brown-cotton-sustainable-casual-shirt/11903984/buy,11903984,Roadster,Topwear,shirts,Men,roadster men olive brown cotton sustainable casual shirt,1199,599.5,599,50,"38, 40, 42, 44",4.1,847,Low Discount,,,,
https://www.myntra.com/tshirts/roadster/roadster-men-navy-blue--yellow-striped-polo-collar-pure-cotton-t-shirt/9345341/buy,9345341,Roadster,Topwear,tshirts,Men,roadster men navy blue  yellow striped polo collar pure cotton t shirt,1299,779.4,519,60,"S, M, L, XL",4.1,847,High Discount,,,,
https://www.myntra.com/shirts/locomotive/locomotive-men-green--white-slim-fit-checked-casual-shirt/11069362/buy,11069362,LOCOMOTIVE,Topwear,shirts,Men,locomotive men green  white slim fit checked casual shirt,1549,1037.83,511,67,"39, 40, 42, 44",4.2,847,High Discount,,,,
https://www.myntra.com/briefs/lady-lyka/lady-lyka-pack-of-3-printed-hipster-high-rise-pure-cotton-briefs-galaxy-3/14028894/buy,14028894,Lady Lyka,Lingerie & Sleep Wear,briefs,Women,lady lyka pack of 3 printed hipster high rise pure cotton briefs galaxy 3,699,174.75,524,25,"M, L, XL, XXL",4.1,847,Low Discount,,,,
https://www.myntra.com/dresses/sangria/sangria-red--white-geometric-printed-cotton-a-line-dress/11174192/buy,11174192,Sangria,Plus Size,dresses,Women,sangria red  white geometric printed cotton a line dress,1999,799.6,1199,40,"XS, S, M, L, XL, XXL, 3XL",4.2,847,Low Discount,,,,
https://www.myntra.com/tights/hrx-by-hrithik-roshan/hrx-by-hrithik-roshan-women-black-self-design-rapid-dry-seamless-yoga-tights/10106321/buy,10106321,HRX by Hrithik Roshan,Sports Wear,tights,Women,hrx by hrithik roshan women black self design rapid dry seamless yoga tights,1799,989.45,809,55,"XS, S, M, L, XL, XXL",4.2,847,High Discount,,,,
https://www.myntra.com/jeans/roadster/the-roadster-lifestyle-co-women-blue-skinny-fit-mid-rise-clean-look-stretchable-cropped-jeans/9205397/buy,9205397,Roadster,Western,jeans,Women,the roadster lifestyle co women blue skinny fit mid rise clean look stretchable cropped jeans,1699,934.45,764,55,"26, 28, 30, 32, 34, 36",4,847,High Discount,,,,
https://www.myntra.com/trousers/tokyo-talkies/tokyo-talkies-women-beige-regular-fit-self-design-parallel-trousers/12209962/buy,12209962,Tokyo Talkies,Western,trousers,Women,tokyo talkies women beige regular fit self design parallel trousers,1849,1090.91,758,59,"28, 30, 32, 34",4.2,847,High Discount,,,,
